Index;X;Y;GT_Label;Predicted_Label
1;0.12197000000000001;0.078515;1;1
2;0.819843;0.13048900000000002;2;7
3;0.9462200000000001;0.110671;4;7
4;0.312312;0.8519180000000001;5;4
5;0.189531;0.831456;5;4
6;0.21118699999999999;0.182169;1;1
7;0.53022;0.36281399999999997;0;2
8;0.563987;0.363473;0;2
9;0.53374;0.143456;1;1
10;0.5998859999999999;0.019673;-1;-1
11;0.569268;0.13461900000000002;1;1
12;0.524083;0.8237200000000001;5;4
13;0.115173;0.17147300000000001;1;1
14;0.237905;0.14694400000000002;1;1
15;0.5512199999999999;0.569348;7;3
16;0.769105;0.231598;4;7
17;0.326386;0.294802;0;2
18;0.8411709999999999;0.8466940000000001;4;7
19;0.73898;0.549974;3;5
20;0.460646;0.5767720000000001;7;3
21;0.365406;0.829249;5;4
22;0.653914;0.294153;0;2
23;0.854065;0.141786;2;7
24;0.379027;0.363271;0;2
25;0.150606;0.308654;0;2
26;0.589145;0.931751;5;4
27;0.032378;0.647981;7;3
28;0.462715;0.573028;7;3
29;0.29903;0.339071;0;2
30;0.19245299999999999;0.21935300000000002;1;1
31;0.8918590000000001;0.406471;4;7
32;0.341269;0.32102600000000003;0;2
33;0.23551799999999998;0.181202;1;1
34;0.40435;0.793614;5;4
35;0.22628800000000002;0.1632;1;1
36;0.7670100000000001;0.5700189999999999;3;5
37;0.22566599999999998;0.533031;-1;-1
38;0.362243;0.43565600000000004;6;0
39;0.294722;0.592275;7;3
40;0.100635;0.15871500000000002;1;1
41;0.532561;0.164056;1;1
42;0.633452;0.277384;0;2
43;0.40322199999999997;0.315085;0;2
44;0.19885999999999998;0.590304;7;3
45;0.465455;0.6442;7;3
46;0.6743239999999999;0.829816;5;4
47;0.109875;0.525169;7;3
48;0.800929;0.22023800000000002;4;7
49;0.243353;0.9239129999999999;5;4
50;0.103932;0.23551100000000003;1;1
51;0.09959;0.251209;-1;1
52;0.871495;0.192894;2;7
53;0.565279;0.788894;5;4
54;0.8484229999999999;0.088504;2;7
55;0.9323940000000001;0.11760699999999999;4;7
56;0.491353;0.759005;5;4
57;0.720229;0.435725;3;5
58;0.550597;0.684405;7;3
59;0.45537299999999997;0.115835;1;1
60;0.600637;0.143779;1;1
61;0.284432;0.763579;5;4
62;0.073988;0.560732;7;3
63;0.20705500000000002;0.48453599999999997;-1;-1
64;0.093386;0.933541;5;4
65;0.865345;0.714595;4;7
66;0.27374;0.317755;0;2
67;0.405204;0.140504;1;1
68;0.247446;0.597056;7;3
69;0.9140780000000001;0.368816;4;7
70;0.562001;0.767501;5;4
71;0.149614;0.751624;-1;-1
72;0.456599;0.657259;7;3
73;0.28665;0.143398;1;1
74;0.513803;0.783358;5;4
75;0.179843;0.780021;5;4
76;0.93674;0.240073;4;7
77;0.292624;0.15551800000000002;1;1
78;0.671335;0.855656;5;4
79;0.735704;0.5508069999999999;3;5
80;0.569571;0.318153;0;2
81;0.5165569999999999;0.5022449999999999;-1;-1
82;0.048671;0.075558;1;1
83;0.515505;0.181626;1;1
84;0.8566219999999999;0.395082;4;7
85;0.009859999999999999;0.32813200000000003;0;-1
86;0.46718000000000004;0.351962;0;2
87;0.432262;0.34997399999999995;0;2
88;0.345681;0.7962779999999999;5;4
89;0.832778;0.167407;2;7
90;0.333129;0.5654710000000001;7;3
91;0.410842;0.10411500000000001;1;1
92;0.22309099999999998;0.67372;7;3
93;0.577472;0.179075;1;1
94;0.8106;0.791035;4;7
95;0.519119;0.639402;7;3
96;0.43597299999999994;0.499673;6;0
97;0.764542;0.5398350000000001;3;5
98;0.8345959999999999;0.517301;4;7
99;0.734581;0.8066399999999999;3;-1
100;0.826656;0.176741;2;7
101;0.275049;0.573313;7;3
102;0.354412;0.281045;0;2
103;0.835492;0.133;2;7
104;0.611937;0.270075;0;2
105;0.42209399999999997;0.762376;5;4
106;0.43033000000000005;0.258513;0;2
107;0.44832799999999995;0.368002;0;2
108;0.068676;0.62548;7;3
109;0.764904;0.586489;3;5
110;0.446906;0.914459;5;4
111;0.07033400000000001;0.226969;1;1
112;0.367804;0.685558;5;4
113;0.801401;0.243296;4;7
114;0.5757899999999999;0.561158;7;3
115;0.497324;0.171207;1;1
116;0.267596;0.896558;5;4
117;0.357173;0.807647;5;4
118;0.66365;0.811774;5;4
119;0.135924;0.603049;7;3
120;0.274181;0.133953;1;1
121;0.160029;0.813944;5;4
122;0.236616;0.343819;0;2
123;0.345387;0.621788;7;3
124;0.27579000000000004;0.151784;1;1
125;0.45981400000000006;0.8572139999999999;5;4
126;0.360613;0.178899;1;1
127;0.268361;0.571713;7;3
128;0.8887870000000001;0.543845;4;7
129;0.458387;0.799715;5;4
130;0.257794;0.649209;7;3
131;0.473796;0.800953;5;4
132;0.410209;0.260845;0;2
133;0.349219;0.203826;1;1
134;0.564258;0.577969;7;3
135;0.080219;0.30837600000000004;0;2
136;0.785705;0.649108;3;5
137;0.08855;0.348769;0;2
138;0.699604;0.694541;3;-1
139;0.280501;0.20059100000000002;1;1
140;0.272023;0.283409;0;2
141;0.415128;0.371031;0;2
142;0.031899000000000004;0.575078;7;3
143;0.835443;0.10526400000000001;2;7
144;0.05350800000000001;0.6580090000000001;7;3
145;0.857878;0.417096;4;7
146;0.325529;0.44986099999999996;6;0
147;0.136977;0.084616;1;1
148;0.8416110000000001;0.756424;4;7
149;0.8292139999999999;0.180315;2;7
150;0.8570629999999999;0.414108;4;7
151;0.821606;0.348068;4;7
152;0.541003;0.301266;0;2
153;0.43137700000000007;0.618929;7;3
154;0.773135;0.727854;3;6
