Index;X;Y;GT_Label;Predicted_Label
0;0.538235;0.677193;1;1
1;0.504412;0.680702;1;1
2;0.476471;0.696491;1;1
3;0.473529;0.7140350000000001;1;1
4;0.454412;0.747368;1;1
5;0.46323500000000006;0.752632;1;1
6;0.482353;0.754386;1;1
7;0.48676499999999995;0.72807;1;1
8;0.494118;0.7140350000000001;1;1
9;0.514706;0.7140350000000001;1;1
10;0.542647;0.7;1;1
11;0.55;0.715789;1;1
12;0.541176;0.729825;1;1
13;0.529412;0.740351;1;1
14;0.533824;0.752632;1;1
15;0.514706;0.749123;1;1
16;0.492647;0.777193;1;1
17;0.476471;0.7789470000000001;1;1
18;0.454412;0.801754;1;1
19;0.5191180000000001;0.784211;1;1
20;0.5191180000000001;0.8;1;1
21;0.491176;0.810526;1;1
22;0.504412;0.8263159999999999;1;1
23;0.563235;0.8280700000000001;1;1
24;0.547059;0.812281;1;1
25;0.55;0.782456;1;1
26;0.555882;0.777193;1;1
27;0.575;0.77193;1;1
28;0.575;0.8;1;1
29;0.597059;0.8052630000000001;1;1
30;0.625;0.801754;1;1
31;0.611765;0.833333;1;1
32;0.6;0.782456;1;1
33;0.585294;0.761404;1;1
34;0.567647;0.747368;1;1
35;0.564706;0.733333;1;1
36;0.591176;0.7087720000000001;1;1
37;0.583824;0.715789;1;1
38;0.577941;0.687719;1;1
39;0.592647;0.740351;1;1
40;0.620588;0.715789;1;1
41;0.638235;0.726316;1;1
42;0.626471;0.740351;1;1
43;0.622059;0.764912;1;1
44;0.6147060000000001;0.770175;1;1
45;0.369118;0.9526319999999999;2;2
46;0.35;0.914035;2;2
47;0.33676500000000004;0.942105;2;2
48;0.327941;0.957895;2;2
49;0.316176;0.931579;2;2
50;0.304412;0.945614;2;2
51;0.294118;0.970175;2;2
52;0.30735300000000004;0.9122809999999999;2;2
53;0.311765;0.877193;2;2
54;0.28823499999999996;0.907018;2;2
55;0.276471;0.9245610000000001;2;2
56;0.273529;0.94386;2;2
57;0.270588;0.9526319999999999;2;2
58;0.30588200000000004;0.8280700000000001;2;2
59;0.292647;0.8578950000000001;2;2
60;0.29117600000000005;0.877193;2;2
61;0.260294;0.8947370000000001;2;2
62;0.245588;0.929825;2;2
63;0.239706;0.9543860000000001;2;2
64;0.24264699999999997;0.9087719999999999;2;2
65;0.22794099999999998;0.919298;2;2
66;0.220588;0.942105;2;2
67;0.195588;0.945614;2;2
68;0.21323499999999998;0.903509;2;2
69;0.22794099999999998;0.8789469999999999;2;2
70;0.255882;0.8719299999999999;2;2
71;0.25294099999999997;0.85614;2;2
72;0.261765;0.8263159999999999;2;2
73;0.282353;0.7912279999999999;2;2
74;0.261765;0.807018;2;2
75;0.238235;0.8315790000000001;2;2
76;0.222059;0.829825;2;2
77;0.207353;0.8578950000000001;2;2
78;0.18676500000000001;0.8807020000000001;2;2
79;0.18529400000000001;0.903509;2;2
80;0.182353;0.9228069999999999;2;2
81;0.132353;0.9385959999999999;2;2
82;0.163235;0.9105260000000001;2;2
83;0.16176500000000002;0.896491;2;2
84;0.148529;0.9017540000000001;2;2
85;0.142647;0.887719;2;2
86;0.126471;0.9087719999999999;2;2
87;0.111765;0.889474;2;2
88;0.117647;0.877193;2;2
89;0.133824;0.870175;2;2
90;0.163235;0.870175;2;2
91;0.17647100000000002;0.8543860000000001;2;2
92;0.164706;0.847368;2;2
93;0.18823499999999999;0.84386;2;2
94;0.160294;0.8263159999999999;2;2
95;0.172059;0.810526;2;2
96;0.195588;0.8140350000000001;2;2
97;0.222059;0.801754;2;2
98;0.236765;0.7859649999999999;2;2
99;0.222059;0.773684;2;2
